# CSV-File created with merge-csv.com
# -----------------------------------------------------------

job_title,company_name,location,tags,exp
Enterprise Data Architect,Frameworks and Methodologies Businesses (FMB) -,"Riyadh, Saudi Arabia",Full Time,Null
Enterprise Data Architect,Frameworks and Methodologies Businesses (FMB) -,"Riyadh, Saudi Arabia",Full Time,Null
Tech Lead,Cognizant -,"Dubai, United Arab Emirates",Full Time,Null
Tech Lead,Cognizant -,"Dubai, United Arab Emirates",Full Time,Null
Postdoctoral Researcher in Computer Vision and Geospatial Analytics,IBM -,"Riyadh, Saudi Arabia",Full Time,Null
Postdoctoral Researcher in Computer Vision and Geospatial Analytics,IBM -,"Riyadh, Saudi Arabia",Full Time,Null
Female Breast Radiologist (American Board / UK CCT) - Dubai,Allocation Assist Middle East -,"Dubai, United Arab Emirates",Full Time,Null
Female Breast Radiologist (American Board / UK CCT) - Dubai,Allocation Assist Middle East -,"Dubai, United Arab Emirates",Full Time,Null
B2B Marketing Specialist,Farinas Marketing Services -,"Cairo, Egypt","Full Time,Hybrid",· 1 - 3 Yrs of Exp
B2B Marketing Specialist,Farinas Marketing Services -,"Cairo, Egypt","Full Time,Hybrid",· 1 - 3 Yrs of Exp
Technical Recruiter,Efada Technology -,"New Cairo, Cairo, Egypt","Full Time,On-site",· 2 - 4 Yrs of Exp
Technical Recruiter,Efada Technology -,"New Cairo, Cairo, Egypt","Full Time,On-site",· 2 - 4 Yrs of Exp
Procurement Engineer,Petro-Teq for industrial solution -,"Smouha, Alexandria, Egypt","Full Time,On-site",· 1 - 3 Yrs of Exp
Procurement Engineer,Petro-Teq for industrial solution -,"Smouha, Alexandria, Egypt","Full Time,On-site",· 1 - 3 Yrs of Exp
Process Analyst,RISEUP (Endemag for Administrative Skills Development) -,"Maadi, Cairo, Egypt","Full Time,Hybrid",· 5 - 8 Yrs of Exp
Process Analyst,RISEUP (Endemag for Administrative Skills Development) -,"Maadi, Cairo, Egypt","Full Time,Hybrid",· 5 - 8 Yrs of Exp
Full Stack Developer,InfoPeak Software -,"Maadi, Cairo, Egypt","Full Time,Part Time,On-site",· 1 - 4 Yrs of Exp
Full Stack Developer,InfoPeak Software -,"Maadi, Cairo, Egypt","Full Time,Part Time,On-site",· 1 - 4 Yrs of Exp
Cloud Environment Engineer,Tafeel -,"Nasr City, Cairo, Egypt","Full Time,On-site",· 5 - 20 Yrs of Exp
Cloud Environment Engineer,Tafeel -,"Nasr City, Cairo, Egypt","Full Time,On-site",· 5 - 20 Yrs of Exp
Cloud Operations Senior Engineer,El Delta Electronic Systems -,"Cairo, Egypt","Full Time,On-site",· 5 - 7 Yrs of Exp
Cloud Operations Senior Engineer,El Delta Electronic Systems -,"Cairo, Egypt","Full Time,On-site",· 5 - 7 Yrs of Exp
Senior Cloud / IT Systems Architecture Engineer,K Line Europe -,"Nasr City, Cairo, Egypt","Full Time,Hybrid",· 7 - 10 Yrs of Exp
Senior Cloud / IT Systems Architecture Engineer,K Line Europe -,"Nasr City, Cairo, Egypt","Full Time,Hybrid",· 7 - 10 Yrs of Exp
Senior AI/LLM Engineer,Tafeel -,"Nasr City, Cairo, Egypt","Full Time,On-site",· 4 - 7 Yrs of Exp
Senior AI/LLM Engineer,Tafeel -,"Nasr City, Cairo, Egypt","Full Time,On-site",· 4 - 7 Yrs of Exp
AIOps Engineer,Dewan Architects and Engineers -,"New Cairo, Cairo, Egypt","Full Time,On-site",· 2 - 4 Yrs of Exp
AIOps Engineer,Dewan Architects and Engineers -,"New Cairo, Cairo, Egypt","Full Time,On-site",· 2 - 4 Yrs of Exp
Network & Security Engineer (Virtual/Cloud),Newvision -,"Cairo, Egypt","Full Time,On-site",· 3 - 5 Yrs of Exp
Network & Security Engineer (Virtual/Cloud),Newvision -,"Cairo, Egypt","Full Time,On-site",· 3 - 5 Yrs of Exp
IT & AI Engineer,Confidential -,"New Cairo, Cairo, Egypt","Full Time,On-site",· 3 - 10 Yrs of Exp
IT & AI Engineer,Confidential -,"New Cairo, Cairo, Egypt","Full Time,On-site",· 3 - 10 Yrs of Exp
IDMC Informatica Data Management Cloud Developer,Efada Technology -,"Cairo, Egypt","Full Time,Remote",· 4+ Yrs of Exp
IDMC Informatica Data Management Cloud Developer,Efada Technology -,"Cairo, Egypt","Full Time,Remote",· 4+ Yrs of Exp
Software Technical Lead,Efada Technology -,"Cairo, Egypt","Full Time,Remote",· 6 - 15 Yrs of Exp
Software Technical Lead,Efada Technology -,"Cairo, Egypt","Full Time,Remote",· 6 - 15 Yrs of Exp
Cloud Consultant,Link Development -,"Maadi, Cairo, Egypt","Full Time,Hybrid",· 4 - 6 Yrs of Exp
Cloud Consultant,Link Development -,"Maadi, Cairo, Egypt","Full Time,Hybrid",· 4 - 6 Yrs of Exp
IT Director,T&C Garments -,"Obour City, Cairo, Egypt","Full Time,On-site",· 8 - 20 Yrs of Exp
IT Director,T&C Garments -,"Obour City, Cairo, Egypt","Full Time,On-site",· 8 - 20 Yrs of Exp
Middle Data Engineer,Vertex Technologies -,"Cairo, Egypt","Full Time,On-site",· 2+ Yrs of Exp
Middle Data Engineer,Vertex Technologies -,"Cairo, Egypt","Full Time,On-site",· 2+ Yrs of Exp
Senior Data Engineer,Vertex Technologies -,"Cairo, Egypt","Full Time,On-site",· 4+ Yrs of Exp
Senior Data Engineer,Vertex Technologies -,"Cairo, Egypt","Full Time,On-site",· 4+ Yrs of Exp
IT Infrastructure Engineer,Etisal EG -,"10th of Ramadan City, Sharqia, Egypt","Full Time,On-site",· 3 - 6 Yrs of Exp
IT Infrastructure Engineer,Etisal EG -,"10th of Ramadan City, Sharqia, Egypt","Full Time,On-site",· 3 - 6 Yrs of Exp
Data Protection Engineer,Virtual Vision (V2) -,"Nasr City, Cairo, Egypt","Full Time,On-site",· 5 - 7 Yrs of Exp
Data Protection Engineer,Virtual Vision (V2) -,"Nasr City, Cairo, Egypt","Full Time,On-site",· 5 - 7 Yrs of Exp
Senior Network Security Engineer,Virtual Vision (V2) -,"Nasr City, Cairo, Egypt","Full Time,On-site",· 3 - 8 Yrs of Exp
Senior Network Security Engineer,Virtual Vision (V2) -,"Nasr City, Cairo, Egypt","Full Time,On-site",· 3 - 8 Yrs of Exp
Middle DevOps Engineer,Vertex Technologies -,"Cairo, Egypt","Full Time,On-site",· 2+ Yrs of Exp
Middle DevOps Engineer,Vertex Technologies -,"Cairo, Egypt","Full Time,On-site",· 2+ Yrs of Exp
L1 Cloud Operations Engineer,Cloud Bridge Tech Recruitment -,"Riyadh, Saudi Arabia",Full Time,Null
L1 Cloud Operations Engineer,Cloud Bridge Tech Recruitment -,"Riyadh, Saudi Arabia",Full Time,Null
Software Architect,ITD Egypt -,"Cairo, Egypt","Full Time,On-site",· 3 - 7 Yrs of Exp
Software Architect,ITD Egypt -,"Cairo, Egypt","Full Time,On-site",· 3 - 7 Yrs of Exp
"Engineering Manager - Public Cloud, Python, Golang",Canonical -,"Riyadh, Saudi Arabia",Full Time,Null
"Engineering Manager - Public Cloud, Python, Golang",Canonical -,"Riyadh, Saudi Arabia",Full Time,Null
Staff Design Engineer - Cloud Networking UX,Canonical -,"Dubai, United Arab Emirates",Full Time,Null
Staff Design Engineer - Cloud Networking UX,Canonical -,"Dubai, United Arab Emirates",Full Time,Null
Enterprise Sales Partner - SaaS (Remote - Commision Based),Confidential -,"Dubai, United Arab Emirates","Part Time,Freelance / Project,Remote",· 3+ Yrs of Exp
Enterprise Sales Partner - SaaS (Remote - Commision Based),Confidential -,"Dubai, United Arab Emirates","Part Time,Freelance / Project,Remote",· 3+ Yrs of Exp
Big Data Engineer,Efada Technology -,"6th of October, Giza, Egypt","Full Time,Hybrid",· 3+ Yrs of Exp
Big Data Engineer,Efada Technology -,"6th of October, Giza, Egypt","Full Time,Hybrid",· 3+ Yrs of Exp
Senior System Administrator,Confidential -,"6th of October, Giza, Egypt","Full Time,On-site",· 4 - 8 Yrs of Exp
Senior System Administrator,Confidential -,"6th of October, Giza, Egypt","Full Time,On-site",· 4 - 8 Yrs of Exp
"Dedicated Cloud Support Engineer, Saudi Arabia",Canonical -,"Makkah, Saudi Arabia",Full Time,Null
"Dedicated Cloud Support Engineer, Saudi Arabia",Canonical -,"Makkah, Saudi Arabia",Full Time,Null
Senior Backend / Architect Engineer (.NET / Azure),Confidential -,"Cairo, Egypt","Full Time,Freelance / Project,Remote",· 5 - 15 Yrs of Exp
Senior Backend / Architect Engineer (.NET / Azure),Confidential -,"Cairo, Egypt","Full Time,Freelance / Project,Remote",· 5 - 15 Yrs of Exp
Infrastructure Engineer,Youxel -,"Maadi, Cairo, Egypt","Full Time,Hybrid",· 3+ Yrs of Exp
Infrastructure Engineer,Youxel -,"Maadi, Cairo, Egypt","Full Time,Hybrid",· 3+ Yrs of Exp
Mail & Chat Agent (B2 English Speakers) e&UAE.,Etisalat Egypt -,"Maadi, Cairo, Egypt","Full Time,On-site",· 0 - 3 Yrs of Exp
Mail & Chat Agent (B2 English Speakers) e&UAE.,Etisalat Egypt -,"Maadi, Cairo, Egypt","Full Time,On-site",· 0 - 3 Yrs of Exp
Cloud Systems Administrator,CONSULTIX -,"New Cairo, Cairo, Egypt","Full Time,On-site",· 5 - 10 Yrs of Exp
Cloud Systems Administrator,CONSULTIX -,"New Cairo, Cairo, Egypt","Full Time,On-site",· 5 - 10 Yrs of Exp
Founding Software Engineer (Full-Stack) – Remote/Egypt,RampartCyber -,"Durham, United States","Full Time,Freelance / Project,Remote",· 10 - 15 Yrs of Exp
Founding Software Engineer (Full-Stack) – Remote/Egypt,RampartCyber -,"Durham, United States","Full Time,Freelance / Project,Remote",· 10 - 15 Yrs of Exp
Senior Presales Engineer – Dynamics 365 & Power Apps,Link Development -,"Cairo, Egypt","Full Time,Hybrid",· 4 - 6 Yrs of Exp
Senior Presales Engineer – Dynamics 365 & Power Apps,Link Development -,"Cairo, Egypt","Full Time,Hybrid",· 4 - 6 Yrs of Exp
SAFe Agile Project Manager – Microsoft Cloud (M365 & Azure) (m/f/d),Halian -,"Riyadh, Saudi Arabia",Full Time,Null
SAFe Agile Project Manager – Microsoft Cloud (M365 & Azure) (m/f/d),Halian -,"Riyadh, Saudi Arabia",Full Time,Null
Electrical BIM Engineer,Bimmovate -,"Cairo, Egypt","Full Time,On-site",· 2 - 5 Yrs of Exp
Electrical BIM Engineer,Bimmovate -,"Cairo, Egypt","Full Time,On-site",· 2 - 5 Yrs of Exp
Social Media Growth Infrastructure Engineer,Al Farouk For Educational Service -,"Cairo, Egypt","Full Time,On-site",· 3 - 7 Yrs of Exp
Social Media Growth Infrastructure Engineer,Al Farouk For Educational Service -,"Cairo, Egypt","Full Time,On-site",· 3 - 7 Yrs of Exp
Product Engineer,AlZamel for consultation -,"Maadi, Cairo, Egypt","Full Time,On-site",· 5 - 7 Yrs of Exp
Product Engineer,AlZamel for consultation -,"Maadi, Cairo, Egypt","Full Time,On-site",· 5 - 7 Yrs of Exp
Linux Desktop & Devices Support Engineer,Canonical -,"Makkah, Saudi Arabia",Full Time,Null
Linux Desktop & Devices Support Engineer,Canonical -,"Makkah, Saudi Arabia",Full Time,Null
Backend Engineer (Mid-Level),Seha Care -,"Sheraton, Cairo, Egypt","Full Time,On-site",· 3 - 5 Yrs of Exp
Backend Engineer (Mid-Level),Seha Care -,"Sheraton, Cairo, Egypt","Full Time,On-site",· 3 - 5 Yrs of Exp
Lead Data Quality Engineer (Finance),Dicetek LLC -,"Dubai, United Arab Emirates",Freelance / Project,Null
Lead Data Quality Engineer (Finance),Dicetek LLC -,"Dubai, United Arab Emirates",Freelance / Project,Null
Vessel Operations Engineer,Asmacs Qatar -,"Riyadh, Saudi Arabia",Full Time,Null
Vessel Operations Engineer,Asmacs Qatar -,"Riyadh, Saudi Arabia",Full Time,Null
Senior Full Stack Engineer,Confidential -,"Cairo, Egypt","Full Time,Remote",· 5 - 20 Yrs of Exp
Senior Full Stack Engineer,Confidential -,"Cairo, Egypt","Full Time,Remote",· 5 - 20 Yrs of Exp
DevOps Engineer,ROVIN -,"Abu Dhabi, United Arab Emirates","Full Time,Remote",· 2 - 4 Yrs of Exp
DevOps Engineer,ROVIN -,"Abu Dhabi, United Arab Emirates","Full Time,Remote",· 2 - 4 Yrs of Exp
Site Engineer,EglobalSphere -,"Giza, Egypt","Full Time,On-site",· 0 - 4 Yrs of Exp
Site Engineer,EglobalSphere -,"Giza, Egypt","Full Time,On-site",· 0 - 4 Yrs of Exp
Software Sales Account Manager,Roaya -,"Maadi, Cairo, Egypt","Full Time,On-site",· 1 - 5 Yrs of Exp
Software Sales Account Manager,Roaya -,"Maadi, Cairo, Egypt","Full Time,On-site",· 1 - 5 Yrs of Exp
Cyber Security Engineer,Confidential -,"Cairo, Egypt","Full Time,Hybrid",· 5 - 5 Yrs of Exp
Cyber Security Engineer,Confidential -,"Cairo, Egypt","Full Time,Hybrid",· 5 - 5 Yrs of Exp
Software Engineering Lead – Dynamics 365 CRM and Power Platform,Link Development -,"Maadi, Cairo, Egypt","Full Time,Hybrid",· 8 - 15 Yrs of Exp
Software Engineering Lead – Dynamics 365 CRM and Power Platform,Link Development -,"Maadi, Cairo, Egypt","Full Time,Hybrid",· 8 - 15 Yrs of Exp
"Software Engineer (Backend, Quality-Focused)",Confidential -,"Cairo, Egypt","Full Time,Remote",· 5 - 19 Yrs of Exp
"Software Engineer (Backend, Quality-Focused)",Confidential -,"Cairo, Egypt","Full Time,Remote",· 5 - 19 Yrs of Exp
Sales Engineer,Brand Connection -,"New Cairo, Cairo, Egypt","Full Time,On-site",· 2 - 3 Yrs of Exp
Sales Engineer,Brand Connection -,"New Cairo, Cairo, Egypt","Full Time,On-site",· 2 - 3 Yrs of Exp
Director of Engineering - Sofitel Jabal Omar Makkah,Sofitel -,"Makkah, Saudi Arabia",Full Time,Null
Director of Engineering - Sofitel Jabal Omar Makkah,Sofitel -,"Makkah, Saudi Arabia",Full Time,Null
Mechaical BIM Engineer,EDGES Engineering -,"New Cairo, Cairo, Egypt","Full Time,On-site",· 2 - 5 Yrs of Exp
Mechaical BIM Engineer,EDGES Engineering -,"New Cairo, Cairo, Egypt","Full Time,On-site",· 2 - 5 Yrs of Exp
Front End Engineer,Devency -,"Nozha, Cairo, Egypt","Full Time,Remote",· 2 - 5 Yrs of Exp
Front End Engineer,Devency -,"Nozha, Cairo, Egypt","Full Time,Remote",· 2 - 5 Yrs of Exp
"Vice President of Product Engineering, 2 Hour Learning (Remote) - $400,000/year USD",Crossover -,"Dubai, United Arab Emirates",Full Time,Null
"Vice President of Product Engineering, 2 Hour Learning (Remote) - $400,000/year USD",Crossover -,"Dubai, United Arab Emirates",Full Time,Null
Application Support Engineer,Confidential -,"6th of October, Giza, Egypt","Full Time,Hybrid",· 2+ Yrs of Exp
Application Support Engineer,Confidential -,"6th of October, Giza, Egypt","Full Time,Hybrid",· 2+ Yrs of Exp
Junior System Engineer,Roaya -,"Maadi, Cairo, Egypt","Full Time,On-site",· 0 - 2 Yrs of Exp
Junior System Engineer,Roaya -,"Maadi, Cairo, Egypt","Full Time,On-site",· 0 - 2 Yrs of Exp
IT Infrastructure Consultant,AZM Squad -,"Cairo, Egypt","Full Time,Remote",· 9 - 20 Yrs of Exp
IT Infrastructure Consultant,AZM Squad -,"Cairo, Egypt","Full Time,Remote",· 9 - 20 Yrs of Exp
Computer Science Associate /Assistant Professor,American University of Kuwait (AUK) -,"Dubai, United Arab Emirates",Full Time,Null
Computer Science Associate /Assistant Professor,American University of Kuwait (AUK) -,"Dubai, United Arab Emirates",Full Time,Null
IT Support Officer,Enterprise Consultancy Services - ECS -,"New Cairo, Cairo, Egypt","Full Time,On-site",· 3 - 5 Yrs of Exp
IT Support Officer,Enterprise Consultancy Services - ECS -,"New Cairo, Cairo, Egypt","Full Time,On-site",· 3 - 5 Yrs of Exp
Topside Service Director,Proserv -,"Dubai, United Arab Emirates",Full Time,Null
Topside Service Director,Proserv -,"Dubai, United Arab Emirates",Full Time,Null
Pre-Sales Engineer – Junior,Target Integrated Systems -,"Maadi, Cairo, Egypt","Full Time,On-site",· 1 - 3 Yrs of Exp
Pre-Sales Engineer – Junior,Target Integrated Systems -,"Maadi, Cairo, Egypt","Full Time,On-site",· 1 - 3 Yrs of Exp
Senior .NET Developer,IPMagix -,"Zamalek, Cairo, Egypt","Full Time,Hybrid",· 5 - 8 Yrs of Exp
Senior .NET Developer,IPMagix -,"Zamalek, Cairo, Egypt","Full Time,Hybrid",· 5 - 8 Yrs of Exp
IT Projects Lead,flyadeal -,"Makkah, Saudi Arabia",Full Time,Null
IT Projects Lead,flyadeal -,"Makkah, Saudi Arabia",Full Time,Null
Presales Lead/Solution Architect,Harrison.ai -,"Riyadh, Saudi Arabia",Full Time,Null
Presales Lead/Solution Architect,Harrison.ai -,"Riyadh, Saudi Arabia",Full Time,Null
Senior System Engineer,IPMagix -,"Zamalek, Cairo, Egypt","Full Time,Hybrid",· 3 - 5 Yrs of Exp
Senior System Engineer,IPMagix -,"Zamalek, Cairo, Egypt","Full Time,Hybrid",· 3 - 5 Yrs of Exp
IT Operations Division Manager (ITM001),Foreground. -,"Riyadh, Saudi Arabia",Full Time,Null
IT Operations Division Manager (ITM001),Foreground. -,"Riyadh, Saudi Arabia",Full Time,Null
Lead Enterprise Architect – Digital Government Services,Confidential Government -,"Riyadh, Saudi Arabia",Full Time,Null
Lead Enterprise Architect – Digital Government Services,Confidential Government -,"Riyadh, Saudi Arabia",Full Time,Null
Infrastructure Engineer,National technology group -,"6th of October, Giza, Egypt","Full Time,Hybrid",· 3+ Yrs of Exp
Infrastructure Engineer,National technology group -,"6th of October, Giza, Egypt","Full Time,Hybrid",· 3+ Yrs of Exp
Software Alliance Ecosystem Manager,Canonical -,"Makkah, Saudi Arabia",Full Time,Null
Software Alliance Ecosystem Manager,Canonical -,"Makkah, Saudi Arabia",Full Time,Null
SAP Principal Solution Architect - Defence,IBM -,"Riyadh, Saudi Arabia",Full Time,Null
SAP Principal Solution Architect - Defence,IBM -,"Riyadh, Saudi Arabia",Full Time,Null
Solution Architect - banking,Dicetek LLC -,"Dubai, United Arab Emirates",Freelance / Project,Null
Solution Architect - banking,Dicetek LLC -,"Dubai, United Arab Emirates",Freelance / Project,Null
Manager | Integration Architect | Jordan,Deloitte -,"Riyadh, Saudi Arabia",Full Time,Null
Manager | Integration Architect | Jordan,Deloitte -,"Riyadh, Saudi Arabia",Full Time,Null
Manager | DevOps Architect | Jordan,Deloitte -,"Riyadh, Saudi Arabia",Full Time,Null
Manager | DevOps Architect | Jordan,Deloitte -,"Riyadh, Saudi Arabia",Full Time,Null
Technical Solutions Professional - Data & AI,Alnafitha International for Information Technology -,"Riyadh, Saudi Arabia",Full Time,Null
Technical Solutions Professional - Data & AI,Alnafitha International for Information Technology -,"Riyadh, Saudi Arabia",Full Time,Null
IT Infrastructure Team Leader,Union Group -,"Obour City, Cairo, Egypt","Full Time,On-site",· 7 - 10 Yrs of Exp
IT Infrastructure Team Leader,Union Group -,"Obour City, Cairo, Egypt","Full Time,On-site",· 7 - 10 Yrs of Exp
Principal Solution Consultant- Infra,Cyberani | سيبراني -,"Riyadh, Saudi Arabia",Full Time,Null
Principal Solution Consultant- Infra,Cyberani | سيبراني -,"Riyadh, Saudi Arabia",Full Time,Null
Data Architect,The Professionals -,"Riyadh, Saudi Arabia",Full Time,Null
